comp_no,version_id,description,interpretation,table_id,modification,data_type_code,data_structure,last_change,section
125,91,Alternate Coding System OID,,0,O,ST,ST,11/2/14,
126,1,INSURED'S RELATIONSHIP TO PATIENT,Verhältnis des Versicherten zum Patienten,0,O,ST,ST,,
126,2,pre-certification window,,0,O,TS,TS,,6-28
126,6,Field Position,Feldnummer,0,O,NM,NM,9/1/03,
126,7,Field Position,Feldnummer,0,O,NM,NM,10/28/07,
126,9,Alternate Value Set OID,,0,O,ST,ST,3/18/14,
126,61,Field Position,Feldnummer,0,O,NM,NM,5/10/07,
126,81,Alternate Value Set OID,,0,O,ST,ST,3/29/13,
126,91,Alternate Value Set OID,,0,O,ST,ST,11/2/14,
127,1,ASSIGNMENT OF BENEFITS,"Kennung, ob Rechnung an Krankenkasse",0,O,ST,ST,,
127,2,value amount,nicht verwendet,0,O,NM,NM,,6-31
127,3,value amount,nicht verwendet,0,O,NM,NM,,
127,4,value amount,nicht verwendet,0,O,NM,NM,4/14/99,
127,5,value amount,nicht verwendet,0,O,NM,NM,7/8/00,
127,6,Field Repetition,Feldvorkommen,0,O,NM,NM,9/1/03,
127,7,Field Repetition,Feldvorkommen,0,O,NM,NM,10/28/07,
127,9,Alternate Value Set Version ID,,0,O,DTM,DTM,3/18/14,
127,61,Field Repetition,Feldvorkommen,0,O,NM,NM,5/10/07,
127,81,Alternate Value Set Version ID,,0,O,DTM,DTM,3/29/13,
127,91,Alternate Value Set Version ID,,0,O,DTM,DTM,11/2/14,
128,1,COORDINATION OF BENEFITS,Koordination mit anderen Vers.verhältnissen,0,O,ST,ST,,
128,2,occurrence date,nicht verwendet,0,O,DT,DT,,6-31
128,3,occurrence date,nicht verwendet,0,O,DT,DT,,6-31
128,4,occurrence date,nicht verwendet,0,O,DT,DT,,6-31
128,5,occurrence date,nicht verwendet,0,O,DT,DT,,6-31
128,6,Component Number,Komponentennummer,0,O,NM,NM,9/1/03,
128,7,Component Number,Komponentennummer,0,O,NM,NM,10/28/07,
128,9,Second Alternate Coding System OID,,0,O,ST,ST,3/18/14,
128,61,Component Number,Komponentennummer,0,O,NM,NM,5/10/07,
128,81,Second Alternate Coding System OID,,0,O,ST,ST,3/29/13,
128,91,Second Alternate Coding System OID,,0,O,ST,ST,11/2/14,
129,1,COORD OF BEN. PRIORITY,Rang dieses Versicheurngsverhältnisses,0,O,ST,ST,,
129,2,occurrence span start date,nicht verwendet,0,O,DT,DT,,6-34
129,3,occurrence span start date,nicht verwendet,0,O,DT,DT,,
129,4,occurrence span start date,nicht verwendet,0,O,DT,DT,4/14/99,
129,5,occurrence span start date,nicht verwendet,0,O,DT,DT,7/8/00,
129,6,Sub-Component Number,Subkomponentennummer,0,O,NM,NM,9/1/03,
129,7,Sub-Component Number,Subkomponentennummer,0,O,NM,NM,10/28/07,
129,9,Second Alternate Value Set OID,,0,O,ST,ST,3/18/14,
129,61,Sub-Component Number,Subkomponentennummer,0,O,NM,NM,5/10/07,
129,81,Second Alternate Value Set OID,,0,O,ST,ST,3/29/13,
129,91,Second Alternate Value Set OID,,0,O,ST,ST,11/2/14,
130,1,NOTICE OF ADMISSION CODE,"Kennung, ob Aufnahmeanzeige an Krankenkasse",0,O,ST,ST,,
130,2,occurrence span stop date,nicht verwendet,0,O,DT,DT,,6-34
130,3,occurrence span stop date,nicht verwendet,0,O,DT,DT,,
130,4,occurrence span stop date,nicht verwendet,0,O,DT,DT,4/14/99,
130,5,occurrence span stop date,nicht verwendet,0,O,DT,DT,7/8/00,
130,6,Financial Class Code,,64,O,IS,IS,9/1/03,
130,7,Financial Class Code,,64,O,IS,IS,10/26/07,
130,9,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/18/14,
130,61,Financial Class Code,,64,O,IS,IS,5/10/07,
130,81,Second Alternate Value Set Version ID,,0,O,DTM,DTM,3/29/13,
130,91,Second Alternate Value Set Version ID,,0,O,DTM,DTM,11/2/14,
131,1,NOTICE OF ADMISSION DATE,"Datum ,wann Aufnahmeanzeige verschickt",0,O,ST,ST,,
131,2,institution name,Institutionsname,0,O,CE,CE,,8-15
131,3,institution name,Institutionsname,0,O,CE,CE,,
131,4,institution name,Institutionsname,0,O,CE,CE,4/14/99,
131,5,institution name,Institutionsname,0,O,CE,CE,7/8/00,
131,6,Effective Date,Gültigkeitsbeginn,0,O,TS,TS,9/1/03,
131,7,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,10/28/07,
131,9,ID Number,Identifikator,0,O,ST,ST,3/18/14,
131,61,Effective Date,Gültigkeitsbeginn,0,O,TS,TS,5/10/07,
131,81,ID Number,Identifikator,0,O,ST,ST,3/29/13,
131,91,ID Number,Identifikator,0,O,ST,ST,11/2/14,
132,1,RPT OF ELIGIBILITY CODE,"Kennung, ob schriftl. Kostenübernahmeerklärung erf",0,O,ST,ST,,
132,2,governing board,,0,O,ST,ST,,8-17
132,3,governing board,,0,O,ST,ST,,
132,4,governing board,,0,O,ST,ST,4/14/99,
132,5,governing board,,0,O,ST,ST,7/8/00,
132,6,Surname,gesamter Nachname,0,O,ST,ST,9/1/03,
132,7,Surname,gesamter Nachname,0,O,ST,ST,10/28/07,
132,9,Identifier Check Digit,Prüfziffer,0,O,ST,ST,3/18/14,
132,61,Surname,gesamter Nachname,0,O,ST,ST,5/10/07,
132,81,Identifier Check Digit,Prüfziffer,0,O,ST,ST,3/29/13,
132,91,Identifier Check Digit,Prüfziffer,0,O,ST,ST,11/2/14,
133,1,RPT OF ELIGIBILITY DATE,Datum der schriftl. Kostenübernahmeerklärung,0,O,ST,ST,,
133,2,eligible or certified,,0,O,ID,ID,,8-17
133,3,eligible or certified,,0,O,ID,ID,,
133,4,eligible or certified,,0,O,ID,ID,4/14/99,
133,5,eligible or certified,,0,O,ID,ID,7/8/00,
133,6,Own Surname Prefix,Vorsatzwort des eigenen Nachnamens,0,O,ST,ST,9/1/03,
133,7,Own Surname Prefix,Vorsatzwort des eigenen Nachnamens,0,O,ST,ST,10/28/07,
133,9,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,3/18/14,
133,61,Own Surname Prefix,Vorsatzwort des eigenen Nachnamens,0,O,ST,ST,5/10/07,
133,81,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,3/29/13,
133,91,Check Digit Scheme,Prüfzifferverfahren,61,O,ID,ID,11/2/14,
134,1,RELEASE INFORMATION CODE,evtl. für Datenschutzkennzeichen anwendbar,0,O,ST,ST,,
134,2,date of certification,,0,O,DT,DT,,8-17
134,3,date of certification,,0,O,DT,DT,,
134,4,date of certification,,0,O,DT,DT,4/14/99,
134,5,date of certification,,0,O,DT,DT,7/8/00,
134,6,Own Surname,eigener Nachname,0,O,ST,ST,9/1/03,
134,7,Own Surname,eigener Nachname,0,O,ST,ST,10/28/07,
134,9,Assigning Authority,ausgebende Instanz,363,O,HD,HD,3/18/14,
134,61,Own Surname,eigener Nachname,0,O,ST,ST,5/10/07,
134,81,Assigning Authority,ausgebende Instanz,363,O,HD,HD,3/29/13,
134,91,Assigning Authority,ausgebende Instanz,363,O,HD,HD,11/2/14,
135,1,PRE-ADMIT CERT. (PAC),Aktenzeichen Zustimmung zur Aufnahme des Patienten,0,O,ST,ST,,
135,2,type of ID number (ID),,0,O,ID,ID,,8-17
135,3,type of ID number (ID),,0,O,ID,ID,,
135,4,type of ID number (ID),,0,O,ID,ID,4/14/99,
135,5,type of ID number (ID),,0,O,ID,ID,7/8/00,
135,6,Surname Prefix From Partner/Spouse,Vorsatzwort vom Partner stammender Nachname,0,O,ST,ST,9/1/03,
135,7,Surname Prefix from Partner/Spouse,Vorsatzwort vom Partner stammender Nachname,0,O,ST,ST,10/28/07,
135,9,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,3/18/14,
135,61,Surname Prefix From Partner/Spouse,Vorsatzwort vom Partner stammender Nachname,0,O,ST,ST,5/10/07,
135,81,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,3/29/13,
135,91,Identifier Type Code,Typ des Identifikators,203,O,ID,ID,11/2/14,
136,1,VERIFICATION DATE,Datum der Kostensicherungsprüfung,0,O,ST,ST,,
136,2,state/other qualifiying info,,0,O,ST,ST,,8-17
136,6,Surname From Partner/Spouse,vom Partner stammender Nachname,0,O,ST,ST,9/1/03,
136,7,Surname from Partner/Spouse,vom Partner stammender Nachname,0,O,ST,ST,10/28/07,
136,9,Assigning Facility,Ausstellungsort,0,O,HD,HD,3/18/14,
136,61,Surname From Partner/Spouse,vom Partner stammender Nachname,0,O,ST,ST,5/10/07,
136,81,Assigning Facility,Ausstellungsort,0,O,HD,HD,3/29/13,
136,91,Assigning Facility,Ausstellungsort,0,O,HD,HD,11/2/14,
137,1,VERIFICATION BY,überprüft durch (Mitarbeiter-ID),0,O,ST,ST,,
137,2,privilege class,,0,O,CE,CE,,8-18
137,3,privilege class,,0,O,CE,CE,,
137,4,privilege class,,0,O,CE,CE,4/14/99,
137,5,privilege class,,0,O,CE,CE,7/8/00,
137,6,Formatted Text Data,formatierter Text,0,O,FT,FT,9/1/03,
137,7,Formatted Text Data,formatierter Text,0,O,FT,FT,10/28/07,
137,9,Effective Date,Gültigkeitsbeginn,0,O,DT,DT,3/18/14,
137,61,Formatted Text Data,formatierter Text,0,O,FT,FT,5/10/07,
137,81,Effective Date,Gültigkeitsbeginn,0,O,DT,DT,3/29/13,
137,91,Effective Date,Gültigkeitsbeginn,0,O,DT,DT,11/2/14,
138,1,TYPE OF AGREEMENT CODE,verwendet für Tarife etc.,0,O,ST,ST,,
138,2,expiration date,Gültigkeitsende,0,O,DT,DT,,8-18
138,3,expiration date,Gültigkeitsende,0,O,DT,DT,,
138,4,expiration date,Gültigkeitsende,0,O,DT,DT,4/14/99,
138,5,expiration date,Gültigkeitsende,0,O,DT,DT,7/8/00,
138,6,General Timing Specification,allgemeine Zeitangabe,0,O,GTS,GTS,9/1/03,
138,7,General Timing Specification,generische  Zeitangabe,0,O,GTS,GTS,10/28/07,
138,9,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/18/14,
138,61,General Timing Specification,allgemeine Zeitangabe,0,O,GTS,GTS,5/10/07,
138,81,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/29/13,
138,91,Expiration Date,Gültigkeitsende,0,O,DT,DT,11/2/14,
139,1,BILLING STATUS,Status der Rechnungsstellung,0,O,ST,ST,,
139,2,activation date,,0,O,DT,DT,,8-18
139,3,activation date,,0,O,DT,DT,,
139,4,activation date,,0,O,DT,DT,4/14/99,
139,5,activation date,,0,O,DT,DT,7/8/00,
139,6,Namespace ID,Identifikator,300,O,IS,IS,9/1/03,
139,7,Namespace ID,Identifikator,300,O,IS,IS,10/26/07,
139,9,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,3/18/14,
139,61,Namespace ID,Identifikator,300,O,IS,IS,5/10/07,
139,81,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,3/29/13,
139,91,Assigning Jurisdiction,ausgebende Körperschaft,0,O,CWE,CWE,11/2/14,
140,1,BLOOD DEDUCTIBLE,,0,O,ST,ST,,
140,2,day type,nicht verwendet,149,O,ID,ID,,6-26
140,3,day type,nicht verwendet,149,O,IS,IS,,6-46
140,4,day type,nicht verwendet,149,O,IS,IS,4/14/99,6-46
140,5,day type,nicht verwendet,149,O,IS,IS,7/8/00,6-46
140,6,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,9/1/03,
140,7,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,10/28/07,
140,9,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,3/18/14,
140,61,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,5/10/07,
140,81,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,3/29/13,
140,91,Assigning Agency or Department,ausgebende Abteilung,0,O,CWE,CWE,11/2/14,
141,1,LIFETIME RESERVE DAYS,nicht verwendet,0,O,ST,ST,,
141,2,procedure practitioner type,,133,O,ID,ID,,6-10
141,6,Universal ID Type,Typ der Universal ID,301,O,ID,ID,9/1/03,
141,7,Universal ID Type,Typ der Universal ID,301,O,ID,ID,10/26/07,
141,9,Security Check,,0,O,ST,ST,3/18/14,
141,61,Universal ID Type,Typ der Universal ID,301,O,ID,ID,5/10/07,
141,81,Security Check,,0,O,ST,ST,3/29/13,
141,91,Security Check,,0,O,ST,ST,11/2/14,
142,1,DELAY BEFORE L. R. DAY,nicht verwendet,0,O,ST,ST,,
142,2,repeat pattern,,0,O,ST,ST,,4-17
142,3,repeat pattern,,335,O,IS,IS,,10-29
142,4,repeat pattern,,335,O,IS,IS,4/14/99,10-29
142,5,repeat pattern,,335,O,IS,IS,7/8/00,10-29
142,6,Certification Patient Type,,150,O,IS,IS,9/1/03,
142,7,Certification Patient Type,,150,O,IS,IS,10/26/07,
142,9,Security Check Scheme,,904,O,ID,ID,3/18/14,
142,61,Certification Patient Type,,150,O,IS,IS,5/10/07,
142,81,Security Check Scheme,,904,O,ID,ID,3/29/13,
142,91,Security Check Scheme,,904,O,ID,ID,11/2/14,
143,1,COMPANY PLAN CODE,nicht verwendet,0,O,ST,ST,,
143,2,explicit time intevall,,0,O,ST,ST,,4-17
143,6,Certification Required,,136,O,ID,ID,9/1/03,
143,7,Certification Required,,136,O,ID,ID,10/26/07,
143,9,Delay Days,,0,O,NM,NM,3/18/14,
143,61,Certification Required,,136,O,ID,ID,5/10/07,
143,81,Delay Days,,0,O,NM,NM,3/29/13,
143,91,Delay Days,,0,O,NM,NM,11/2/14,
144,1,identifier,Schlüssel,0,O,ID,ID,,3-35
144,2,Klinik,Klinik,115,O,ID,ID,,3-29
144,6,Date/Time Certification Required,,0,O,TS,TS,9/1/03,
144,7,Date/Time Certification Required,,0,O,DTM,DTM,10/28/07,
144,9,Monetary Amount,Geldbetrag,0,O,MO,MO,3/18/14,
144,61,Date/Time Certification Required,,0,O,TS,TS,5/10/07,
144,81,Monetary Amount,Geldbetrag,0,O,MO,MO,3/29/13,
144,91,Monetary Amount,Geldbetrag,0,O,MO,MO,11/2/14,
145,1,text,Text,0,O,ST,ST,,
145,2,Zentrum,Zentrum,115,O,ID,ID,,3-29
145,6,Coded Value for HL7-Defined Tables,,0,O,ID,ID,9/1/03,
145,7,Coded Value for HL7-Defined Tables,,0,O,ID,ID,10/28/07,
145,9,Number of Days,,0,O,NM,NM,3/18/14,
145,61,Coded Value for HL7-Defined Tables,,0,O,ID,ID,5/10/07,
145,81,Number of Days,,0,O,NM,NM,3/29/13,
145,91,Number of Days,,0,O,NM,NM,11/2/14,
146,1,name of coding system,Kodiersystem,0,O,ST,ST,,
146,2,Reference Range,Grenzwerte,0,O,CE,CM_RANGE,12/17/95,7-66
146,6,Coded Value for User-Defined Tables,,0,O,IS,IS,9/1/03,
146,7,Coded Value for User-Defined Tables,,0,O,IS,IS,10/28/07,
146,9,Date,Datum,0,O,DTM,DTM,3/18/14,
146,61,Coded Value for User-Defined Tables,,0,O,IS,IS,5/10/07,
146,81,Date,Datum,0,O,DTM,DTM,3/29/13,
146,91,Date,Datum,0,O,DTM,DTM,11/2/14,
147,1,alternate identifier,alternativer Schlüssel,0,O,ST,ST,,
147,2,Sex,Geschlecht,1,O,ID,ID,12/17/95,7-66
147,6,Job Code,,327,O,IS,IS,9/1/03,
147,7,Job Code,Next of Kin Job Code/Class,327,O,IS,IS,10/26/07,
147,9,Institution Name,Institutionsname,531,O,CWE,CWE,3/18/14,
147,61,Job Code,Next of Kin Job Code/Class,327,O,IS,IS,5/10/07,
147,81,Institution Name,Institutionsname,531,O,CWE,CWE,3/29/13,
147,91,Institution Name,Institutionsname,531,O,CWE,CWE,11/2/14,
148,1,alternate text,alternativer Text,0,O,ST,ST,,
148,2,Age Range,Altersbereich,0,O,CE,CM_RANGE,12/17/95,7-66
148,6,Job Class,,328,O,IS,IS,9/1/03,
148,7,Job Class,,328,O,IS,IS,10/26/07,
148,9,Discharge to Location,,113,O,CWE,CWE,3/18/14,
148,61,Job Class,,328,O,IS,IS,5/10/07,
148,81,Discharge to Location,,113,O,CWE,CWE,3/29/13,
148,91,Discharge to Location,,113,O,CWE,CWE,11/2/14,
149,1,name of alternate coding system,alternatives Kodiersystem,0,O,ST,ST,,
149,2,Gestational Age Range,Schwangerschaftswoche,0,O,CE,CM_RANGE,12/17/95,7-66
149,6,Job Description Text,,0,O,TX,TX,9/1/03,
149,7,Job Description Text,,0,O,TX,TX,10/28/07,
149,9,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/18/14,
149,61,Job Description Text,,0,O,TX,TX,5/10/07,
149,81,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,3/29/13,
149,91,Effective Date,Gültigkeitsbeginn,0,O,DTM,DTM,11/2/14,
150,2,Species,Spezies,0,O,ST,ST,12/17/95,7-66
150,6,Point of Care,Station,302,O,IS,IS,9/1/03,
150,7,Point of Care,Station,302,O,IS,IS,10/26/07,
150,9,License Number,,0,O,ST,ST,3/18/14,
150,61,Point of Care,Station,302,O,IS,IS,5/10/07,
150,81,License Number,,0,O,ST,ST,3/29/13,
150,91,License Number,,0,O,ST,ST,11/2/14,
151,2,Race / Subspecies,Rasse,5,O,ID,ID,12/17/95,7-66
151,6,Room,Zimmer,303,O,IS,IS,9/1/03,
151,7,Room,Zimmer,303,O,IS,IS,10/26/07,
151,9,"Issuing State, Province, Country",Ausstellende Behörde,333,O,CWE,CWE,3/18/14,
151,61,Room,Zimmer,303,O,IS,IS,5/10/07,
151,81,"Issuing State, Province, Country",Ausstellende Behörde,333,O,CWE,CWE,3/29/13,
151,91,"Issuing State, Province, Country",Ausstellende Behörde,333,O,CWE,CWE,11/2/14,
152,2,Text Condition,zusätzliche Bedingungen,0,O,ST,ST,12/17/95,7-66
152,6,Bed,Bettenstellplatz,304,O,IS,IS,9/1/03,
152,7,Bed,Bettenstellplatz,304,O,IS,IS,10/26/07,
152,9,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/18/14,
152,61,Bed,Bettenstellplatz,304,O,IS,IS,5/10/07,
152,81,Expiration Date,Gültigkeitsende,0,O,DT,DT,3/29/13,
152,91,Expiration Date,Gültigkeitsende,0,O,DT,DT,11/2/14,
153,2,Low Value,unterer Wert,0,O,NM,NM,12/17/95,7-66
153,3,Low Value,unterer Wert,0,O,CE,CE,12/17/95,7-66
153,4,Low Value,unterer Wert,0,O,NM,NM,12/17/95,7-66
153,5,Low Value,unterer Wert,0,O,NM,NM,12/17/95,7-66
153,6,Facility,Fachbereich,0,O,HD,HD,9/1/03,
153,7,Facility,Fachbereich,0,O,HD,HD,10/28/07,
153,9,Normal Range,,0,O,NR,NR,3/18/14,
153,61,Facility,Fachbereich,0,O,HD,HD,5/10/07,
153,81,Normal Range,,0,O,NR,NR,3/29/13,
153,91,Normal Range,,0,O,NR,NR,11/2/14,
154,2,High Value,oberer Wert,0,O,NM,NM,12/17/95,7-66
154,3,High Value,oberer Wert,0,O,CE,CE,12/17/95,7-66
154,4,High Value,oberer Wert,0,O,NM,NM,12/17/95,7-66
154,5,High Value,oberer Wert,0,O,NM,NM,12/17/95,7-66
154,6,Location Status,Bettenstatus,306,O,IS,IS,9/1/03,
154,7,Location Status,Bettenstatus,306,O,IS,IS,10/26/07,
154,9,Numeric Threshold,,0,O,NM,NM,3/18/14,
154,61,Location Status,Bettenstatus,306,O,IS,IS,5/10/07,
154,81,Numeric Threshold,,0,O,NM,NM,3/29/13,
154,91,Numeric Threshold,,0,O,NM,NM,11/2/14,
155,2,Range,Bereich,0,O,CM,CM_RANGE,12/17/95,7-67
155,3,Range,Bereich,0,O,CM,CM_RANGE,12/17/95,7-67
155,4,Range,Bereich,0,O,NR,NR,12/17/95,7-67
155,5,Range,Bereich,0,O,NR,NR,12/17/95,7-67
155,6,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,9/1/03,
155,7,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,10/26/07,
155,9,Change Computation,,523,O,ID,ID,3/18/14,
155,61,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,5/10/07,
155,81,Change Computation,,523,O,ID,ID,3/29/13,
155,91,Change Computation,,523,O,ID,ID,11/2/14,
156,2,Numeric Change,,0,O,NM,NM,12/17/95,7-67
156,3,Numeric Change,,0,O,NM,NM,12/17/95,7-67
156,4,Numeric Change,,0,O,NM,NM,12/17/95,7-67
156,5,Numeric Change,,0,O,NM,NM,12/17/95,7-67
156,6,Building,Gebäude,307,O,IS,IS,9/1/03,
156,7,Building,Gebäude,307,O,IS,IS,10/26/07,
156,9,Days Retained,,0,O,NM,NM,3/18/14,
156,61,Building,Gebäude,307,O,IS,IS,5/10/07,
156,81,Days Retained,,0,O,NM,NM,3/29/13,
156,91,Days Retained,,0,O,NM,NM,11/2/14,
157,2,Percent per Change,,0,O,NM,NM,12/17/95,7-67
157,3,Percent per Change,,0,O,NM,NM,12/17/95,7-67
157,4,Percent per Change,,0,O,NM,NM,12/17/95,7-67
157,5,Percent per Change,,0,O,NM,NM,12/17/95,7-67
157,6,Floor,Etage,308,O,IS,IS,9/1/03,
157,7,Floor,Etage,308,O,IS,IS,10/26/07,
157,9,Range Start Date/Time,Anfangszeitpunkt,0,O,DTM,DTM,3/18/14,
157,61,Floor,Etage,308,O,IS,IS,5/10/07,
157,81,Range Start Date/Time,Anfangszeitpunkt,0,O,DTM,DTM,3/29/13,
157,91,Range Start Date/Time,Anfangszeitpunkt,0,O,DTM,DTM,11/2/14,
158,2,Days,Anzahl Tage,0,O,NM,NM,12/17/95,7-67
158,3,Days,Anzahl Tage,0,O,NM,NM,12/17/95,7-67
158,4,Days,Anzahl Tage,0,O,NM,NM,12/17/95,7-67
158,5,Days,Anzahl Tage,0,O,NM,NM,12/17/95,7-67
158,6,Address,Adresse,0,O,AD,AD,9/1/03,
158,7,Address,Adresse,0,O,AD,AD,10/28/07,
158,9,Range End Date/Time,Endzeitpunkt,0,O,DTM,DTM,3/18/14,
158,61,Address,Adresse,0,O,AD,AD,5/10/07,
158,81,Range End Date/Time,Endzeitpunkt,0,O,DTM,DTM,3/29/13,
158,91,Range End Date/Time,Endzeitpunkt,0,O,DTM,DTM,11/2/14,
159,6,Point of Care,Station,302,O,IS,IS,9/1/03,
159,7,Point of Care,Station,302,O,IS,IS,10/26/07,
159,9,Date,Datum,0,O,DT,DT,3/18/14,
159,61,Point of Care,Station,302,O,IS,IS,5/10/07,
159,81,Date,Datum,0,O,DT,DT,10/15/14,
159,91,Date,Datum,0,O,DT,DT,11/2/14,
160,6,Room,Zimmer,303,O,IS,IS,9/1/03,
160,7,Room,Zimmer,303,O,IS,IS,10/26/07,
160,9,Date/Time,Zeitpunkt,0,O,DTM,DTM,3/18/14,
160,61,Room,Zimmer,303,O,IS,IS,5/10/07,
160,81,Date/Time,Zeitpunkt,0,O,DTM,DTM,10/15/14,
160,91,Date/Time,Zeitpunkt,0,O,DTM,DTM,11/2/14,
161,6,Bed,Bettenstellplatz,304,O,IS,IS,9/1/03,
161,7,Bed,Bettenstellplatz,304,O,IS,IS,10/26/07,
161,9,Day Type,nicht verwendet,149,O,CWE,CWE,3/18/14,
161,61,Bed,Bettenstellplatz,304,O,IS,IS,5/10/07,
161,81,Day Type,nicht verwendet,149,O,CWE,CWE,3/29/13,
161,91,Day Type,nicht verwendet,149,O,CWE,CWE,11/2/14,
162,6,Facility,Fachbereich,0,O,HD,HD,9/1/03,
162,7,Facility,Fachbereich,0,O,HD,HD,10/28/07,
162,9,Number of Days,,0,O,NM,NM,3/18/14,
162,61,Facility,Fachbereich,0,O,HD,HD,5/10/07,
162,81,Number of Days,,0,O,NM,NM,3/29/13,
162,91,Number of Days,,0,O,NM,NM,11/2/14,
163,6,Location Status,Bettenstatus,306,O,IS,IS,9/1/03,
163,7,Location Status,Bettenstatus,306,O,IS,IS,10/26/07,
163,9,Source Application,Datenquelle,0,O,HD,HD,3/18/14,
163,61,Location Status,Bettenstatus,306,O,IS,IS,5/10/07,
163,81,Source Application,Datenquelle,0,O,HD,HD,3/29/13,
163,91,Source Application,Datenquelle,0,O,HD,HD,11/2/14,
164,6,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,9/1/03,
164,7,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,10/26/07,
164,9,Type of Data,MIME-Medientyp,834,O,ID,ID,3/18/14,
164,61,Patient Location Type,Typ des Aufenthaltsortes,305,O,IS,IS,5/10/07,
164,81,Type of Data,MIME-Medientyp,834,O,ID,ID,3/29/13,
164,91,Type of Data,MIME-Medientyp,834,O,ID,ID,11/2/14,
165,6,Building,Gebäude,307,O,IS,IS,9/1/03,
165,7,Building,Gebäude,307,O,IS,IS,10/26/07,
165,9,Data Subtype,MIME-Subtyp,291,O,ID,ID,3/18/14,
165,61,Building,Gebäude,307,O,IS,IS,5/10/07,
165,81,Data Subtype,MIME-Subtyp,291,O,ID,ID,3/29/13,
165,91,Data Subtype,MIME-Subtyp,291,O,ID,ID,11/2/14,
166,6,Floor,Etage,308,O,IS,IS,9/1/03,
166,7,Floor,Etage,308,O,IS,IS,10/26/07,
166,9,Encoding,Kodierung,299,O,ID,ID,3/18/14,
166,61,Floor,Etage,308,O,IS,IS,5/10/07,
166,81,Encoding,Kodierung,299,O,ID,ID,3/29/13,
166,91,Encoding,Kodierung,299,O,ID,ID,11/2/14,
167,6,Street Address,Strasse,0,O,ST,ST,9/1/03,
167,7,Street Address,Strasse,0,O,ST,ST,10/28/07,
167,9,Data,Daten,0,O,TX,TX,3/18/14,
167,61,Street Address,Strasse,0,O,ST,ST,5/10/07,
167,81,Data,Daten,0,O,TX,TX,3/29/13,
167,91,Data,Daten,0,O,TX,TX,11/2/14,
168,6,Other Designation,sonst. Adresse,0,O,ST,ST,9/1/03,
168,7,Other Designation,sonst. Adresse,0,O,ST,ST,10/28/07,
168,9,Entity Identifier,Identifikator,0,O,ST,ST,3/18/14,
168,61,Other Designation,sonst. Adresse,0,O,ST,ST,5/10/07,
168,81,Entity Identifier,Identifikator,0,O,ST,ST,3/29/13,
168,91,Entity Identifier,Identifikator,0,O,ST,ST,11/2/14,
169,6,City,Ort,0,O,ST,ST,9/1/03,
169,7,City,Ort,0,O,ST,ST,10/28/07,
169,9,Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/18/14,
169,61,City,Ort,0,O,ST,ST,5/10/07,
169,81,Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,3/29/13,
169,91,Namespace ID,ausgebende Instanz - Identifikator,363,O,IS,IS,11/2/14,
170,6,State or Province,Bundesland,0,O,ST,ST,9/1/03,
170,7,State or Province,Bundesland,0,O,ST,ST,10/28/07,
170,9,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,3/18/14,
170,61,State or Province,Bundesland,0,O,ST,ST,5/10/07,
170,81,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,3/29/13,
170,91,Universal ID,"Identifikator, universelle Form",0,O,ST,ST,11/2/14,
171,6,Zip or Postal Code,Postleitzahl,0,O,ST,ST,9/1/03,
171,7,Zip or Postal Code,Postleitzahl,0,O,ST,ST,10/28/07,
171,9,Universal ID Type,Typ der Universal ID,301,O,ID,ID,3/18/14,
171,61,Zip or Postal Code,Postleitzahl,0,O,ST,ST,5/10/07,
171,81,Universal ID Type,Typ der Universal ID,301,O,ID,ID,3/29/13,
171,91,Universal ID Type,Typ der Universal ID,301,O,ID,ID,11/2/14,
172,6,Country,Staat,399,O,ID,ID,9/1/03,
172,7,Country,Staat,399,O,ID,ID,10/26/07,
172,9,Placer Assigned Identifier,,0,O,EI,EI,3/18/14,
172,61,Country,Staat,399,O,ID,ID,5/10/07,
